,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
216,SI,2022-11-05,98.9,1.16,6.59,"Alvarado, José",670541,621237,home_run,hit_into_play,,,,,8,Yordan Alvarez homers (3) on a fly ball to center field.   Jose Altuve scores.    Jeremy Pena scores.,W,L,L,HOU,PHI,X,,fly_ball,2,1,2022,0.78,1.57,-0.22,2.17,514888,,665161,1,6,Bot,123.29,16.59,,,592663,,,-5.61608767443142,-143.55926422602695,-10.33699933403429,12.050152531111026,33.50844015514727,-8.20788694069369,3.49,1.71,450,112.5,27,99.6,2038,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.66,0.994,2.041,2.0,1,0,3,6,43,4,Sinker,0,1,0,1,1,3,3,1,Standard,Standard,155,0.338,1.971
228,SI,2022-11-05,99.2,1.33,6.62,"Alvarado, José",670541,621237,,ball,,,,,12,Yordan Alvarez homers (3) on a fly ball to center field.   Jose Altuve scores.    Jeremy Pena scores.,W,L,L,HOU,PHI,B,,,1,1,2022,0.9,1.41,1.27,4.18,514888,,665161,1,6,Bot,,,,,592663,,,-2.3081637581360983,-144.45791525943878,-4.582935240008827,13.168604190535431,35.580362664740655,-11.613495677291478,3.45,1.75,,,,99.9,2043,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.71,,,,,,,,43,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,151,0.0,0.101
235,FC,2022-11-05,92.1,1.45,6.54,"Alvarado, José",670541,621237,,ball,,,,,13,Yordan Alvarez homers (3) on a fly ball to center field.   Jose Altuve scores.    Jeremy Pena scores.,W,L,L,HOU,PHI,B,,,0,1,2022,-0.11,0.47,-2.33,1.43,514888,,665161,1,6,Bot,,,,,592663,,,-9.42281550737693,-133.65068535161012,-8.193089784109233,0.7932174006129772,29.607901100629014,-24.885172096242695,3.45,1.78,,,,92.7,2154,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.61,,,,,,,,43,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,168,0.0,0.05
247,SI,2022-11-05,98.1,1.26,6.68,"Alvarado, José",670541,621237,,foul,,,,,14,Yordan Alvarez homers (3) on a fly ball to center field.   Jose Altuve scores.    Jeremy Pena scores.,W,L,L,HOU,PHI,S,,,0,0,2022,0.75,1.58,0.98,2.25,514888,,665161,1,6,Bot,,,,,592663,,,-2.5000019528487742,-142.42681893896236,-10.202333267781553,10.727508462085847,35.033783685101945,-8.449610633389245,3.49,1.71,93,84.4,7,98.6,2095,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.64,,,,,,,,43,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,156,0.0,-0.074
24,SI,2022-11-05,96.2,-1.72,5.28,"Wheeler, Zack",665161,554430,single,hit_into_play,,,,,4,Jeremy Pena singles on a ground ball to center fielder Matt Vierling.   Jose Altuve to 3rd.,W,R,R,HOU,PHI,X,8,ground_ball,1,0,2022,-1.33,0.86,-0.46,2.39,,,514888,1,6,Bot,116.53,92.77,,,592663,,,6.442848020095806,-139.9931264418137,-4.075987264074741,-19.00150560869068,31.968634202859064,-20.077783864843514,3.62,1.74,35,95.7,-2,97.3,2330,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.56,0.309,0.282,0.9,1,1,0,2,42,2,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,224,0.11,0.441
25,FF,2022-11-05,97.4,-1.63,5.51,"Wheeler, Zack",665161,554430,,ball,,,,,14,Jeremy Pena singles on a ground ball to center fielder Matt Vierling.   Jose Altuve to 3rd.,W,R,R,HOU,PHI,B,,,0,0,2022,-0.92,1.39,1.14,2.62,,,514888,1,6,Bot,,,,,592663,,,9.65476863214358,-141.46631975094087,-5.479994220915145,-14.544753901132088,33.56440444610179,-12.383601243424334,3.6,1.78,,,,98.3,2600,7.0,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.51,,,,,,,,42,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,222,0.0,0.042
27,SI,2022-11-05,96.2,-1.8,5.29,"Wheeler, Zack",514888,554430,force_out,hit_into_play,,,,,11,"Jose Altuve grounds into a force out, third baseman Alec Bohm to second baseman Jean Segura.   Martin Maldonado out at 2nd.    Jose Altuve to 1st.",W,R,R,HOU,PHI,X,5,ground_ball,2,0,2022,-1.49,0.84,-0.88,2.76,,,455117,0,6,Bot,95.42,160.15,,,592663,,,5.922453550485924,-139.85666290779392,-2.976092855456369,-20.848445609122432,35.11822901052415,-20.77009392402579,2.84,1.3,90,55.7,12,97.2,2239,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.36,0.191,0.172,0.0,1,0,0,1,41,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,221,-0.059,-0.677
29,FF,2022-11-05,97.4,-1.75,5.46,"Wheeler, Zack",514888,554430,,ball,,,,,12,"Jose Altuve grounds into a force out, third baseman Alec Bohm to second baseman Jean Segura.   Martin Maldonado out at 2nd.    Jose Altuve to 1st.",W,R,R,HOU,PHI,B,,,1,0,2022,-0.68,1.54,0.67,3.57,,,455117,0,6,Bot,,,,,592663,,,8.195748574838667,-141.49005512163845,-3.0994819574671464,-11.12000786948828,35.24165651251319,-11.044990411246404,2.74,1.24,,,,98.5,2474,7.2,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.29,,,,,,,,41,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,223,0.0,0.108
32,FF,2022-11-05,96.8,-1.65,5.45,"Wheeler, Zack",514888,554430,,ball,,,,,12,"Jose Altuve grounds into a force out, third baseman Alec Bohm to second baseman Jean Segura.   Martin Maldonado out at 2nd.    Jose Altuve to 1st.",W,R,R,HOU,PHI,B,,,0,0,2022,-0.51,1.52,0.68,3.83,,,455117,0,6,Bot,,,,,592663,,,7.515503865504535,-140.73474849708015,-2.2075422607609303,-8.58669631720239,34.66592948562715,-11.731801845514823,2.8,1.3,,,,98.0,2471,7.2,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.31,,,,,,,,41,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,219,0.0,0.059
33,SI,2022-11-05,97.1,-1.75,5.37,"Wheeler, Zack",455117,554430,hit_by_pitch,hit_by_pitch,,,,,11,"Phillies challenged (hit by pitch), call on the field was upheld: Martin Maldonado hit by pitch.",W,R,R,HOU,PHI,B,,,1,1,2022,-1.47,0.72,-1.18,2.97,,,,0,6,Bot,,,,,592663,,,4.955656794511511,-141.26913843305914,-2.524682874325162,-20.784325466297343,34.493656518624924,-22.13641305060458,3.28,1.52,,,,97.7,2321,6.8,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.71,,,0.7,1,0,0,,40,3,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,221,0.064,0.408
36,SI,2022-11-05,97.0,-1.67,5.44,"Wheeler, Zack",455117,554430,,called_strike,,,,,4,"Phillies challenged (hit by pitch), call on the field was upheld: Martin Maldonado hit by pitch.",W,R,R,HOU,PHI,S,,,1,0,2022,-1.51,0.85,-0.69,2.76,,,,0,6,Bot,,,,,592663,,,6.169837973660584,-141.11262708482434,-3.569248253846249,-21.577958723461617,33.881009668925124,-20.27870477249977,3.42,1.57,,,,98.0,2329,7.0,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.53,,,,,,,,40,2,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,223,0.0,-0.043
37,SI,2022-11-05,95.5,-1.89,5.33,"Wheeler, Zack",455117,554430,,ball,,,,,11,"Phillies challenged (hit by pitch), call on the field was upheld: Martin Maldonado hit by pitch.",W,R,R,HOU,PHI,B,,,0,0,2022,-1.57,0.73,-1.32,2.77,,,,0,6,Bot,,,,,592663,,,5.111001174355603,-138.9731168493164,-2.7413897262551505,-21.415533925173243,33.18389686223331,-22.38601182120593,3.3,1.51,,,,96.6,2292,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.44,,,,,,,,40,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,227,0.0,0.033
0,CU,2022-11-05,80.8,1.01,6.1,"Valdez, Framber",547180,664285,strikeout,swinging_strike,,,,,13,Bryce Harper strikes out swinging.,W,L,L,HOU,PHI,S,2,,1,2,2022,-0.93,-1.44,-0.65,0.74,,,,2,6,Top,,,,,455117,,,-1.8877489750145675,-117.6051077004362,-2.3911917143163706,-8.08893762467488,27.25862733383569,-44.978204937066224,3.24,1.62,,,,79.5,2865,5.9,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.58,,,0.0,1,0,0,,39,4,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,331,0.012,-0.07
1,FC,2022-11-05,85.3,0.96,6.13,"Valdez, Framber",547180,664285,,foul,,,,,2,Bryce Harper strikes out swinging.,W,L,L,HOU,PHI,S,,,1,1,2022,-0.4,-0.16,0.12,2.76,,,,2,6,Top,,,,,455117,,,-1.1601007696832089,-124.22233933359291,-1.3036999015232722,-3.929529290600885,25.394829128915383,-33.76825463004129,3.24,1.62,335,103.1,25,84.5,2806,5.7,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.76,,,,,,,,39,3,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,298,0.0,-0.023
2,SI,2022-11-05,95.7,0.73,6.3,"Valdez, Framber",547180,664285,,called_strike,,,,,8,Bryce Harper strikes out swinging.,W,L,L,HOU,PHI,S,,,1,0,2022,1.56,1.08,-0.08,1.43,,,,2,6,Top,,,,,455117,,,-5.581137109489742,-138.87584926258185,-9.447233837543,21.357538631020603,35.15987299415296,-16.202137761092068,3.24,1.42,,,,93.9,2355,5.7,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.8,,,,,,,,39,2,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,146,0.0,-0.021
3,FC,2022-11-05,84.5,1.09,6.04,"Valdez, Framber",547180,664285,,ball,,,,,13,Bryce Harper strikes out swinging.,W,L,L,HOU,PHI,B,,,0,0,2022,-0.17,0.0,-0.54,1.31,,,,2,6,Top,,,,,455117,,,-3.423461567297924,-123.04653500609663,-4.63136263119582,-1.0600438720187568,24.13835315545353,-31.449423137051284,3.54,1.63,,,,83.6,2621,5.6,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.87,,,,,,,,39,1,Cutter,0,1,1,0,1,0,1,0,Infield shift,Standard,274,0.0,0.015
4,CU,2022-11-05,79.1,0.99,6.2,"Valdez, Framber",592663,664285,field_out,hit_into_play,,,,,5,"J.T. Realmuto grounds out, third baseman Alex Bregman to first baseman Trey Mancini.",W,R,L,HOU,PHI,X,5,ground_ball,0,1,2022,-1.0,-1.44,0.15,2.33,,,,1,6,Top,103.35,166.79,,,455117,,,0.0471842324727949,-115.03070103747164,1.162448467300948,-8.780173170854216,25.680365178408397,-45.30866051302646,3.61,1.67,3,86.1,-35,77.9,2950,5.9,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.55,0.071,0.066,0.0,1,0,0,2,38,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,325,0.018,-0.132
5,CH,2022-11-05,87.5,1.04,6.16,"Valdez, Framber",592663,664285,,called_strike,,,,,8,"J.T. Realmuto grounds out, third baseman Alex Bregman to first baseman Trey Mancini.",W,R,L,HOU,PHI,S,,,0,0,2022,1.38,0.58,-0.26,1.48,,,,1,6,Top,,,,,455117,,,-5.902180161473651,-127.22335210578848,-6.244389741064111,16.157468012591696,27.673882817529204,-24.752154098745837,3.57,1.49,,,,86.6,1742,5.9,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.59,,,,,,,,38,1,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,130,0.0,-0.024
6,SI,2022-11-05,94.3,0.99,6.26,"Valdez, Framber",656555,664285,field_out,hit_into_play,,,,,6,"Rhys Hoskins grounds out, third baseman Alex Bregman to first baseman Trey Mancini.",W,R,L,HOU,PHI,X,5,ground_ball,2,0,2022,1.4,0.71,0.75,2.37,,,,0,6,Top,110.54,176.16,,,455117,,,-3.700226364451829,-137.11178621849365,-5.853654245056609,18.46416514472725,33.59442162331066,-22.1427106686736,3.61,1.68,2,64.4,-50,92.8,2240,5.7,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.8,0.217,0.203,0.0,1,0,0,2,37,3,Sinker,0,1,1,0,1,0,1,0,Infield shift,Standard,149,0.024,-0.317
7,CU,2022-11-05,78.9,1.09,6.13,"Valdez, Framber",656555,664285,,ball,,,,,14,"Rhys Hoskins grounds out, third baseman Alex Bregman to first baseman Trey Mancini.",W,R,L,HOU,PHI,B,,,1,0,2022,-0.86,-1.36,0.36,1.48,,,,0,6,Top,,,,,455117,,,0.019910307208519,-114.76312662568014,-0.6029763631554447,-7.455096851686095,26.26472631006898,-44.09590942779513,3.54,1.66,,,,77.4,2991,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.71,,,,,,,,37,2,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,329,0.0,0.063
8,CU,2022-11-05,81.1,1.25,6.18,"Valdez, Framber",656555,664285,,ball,,,,,13,"Rhys Hoskins grounds out, third baseman Alex Bregman to first baseman Trey Mancini.",W,R,L,HOU,PHI,B,,,0,0,2022,-1.11,-0.64,-0.96,1.88,,,,0,6,Top,,,,,455117,,,-2.7931256364939845,-117.95431310570766,-1.6419758843144576,-9.655349179244386,25.649673117269373,-38.00803110694917,3.6,1.78,,,,80.1,2940,6.0,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.52,,,,,,,,37,1,Curveball,0,1,1,0,1,0,1,0,Infield shift,Standard,318,0.0,0.033
9,SI,2022-11-05,95.7,0.62,6.34,"Valdez, Framber",656941,664285,home_run,hit_into_play,,,,,9,Kyle Schwarber homers (6) on a line drive to right field.,W,L,L,HOU,PHI,X,,line_drive,2,2,2022,1.35,0.93,0.44,1.71,,,,0,6,Top,224.09,71.95,,,455117,,,-3.4556369988030693,-139.04204100528565,-8.515681637590417,18.300305822086724,32.93586323269612,-18.33148230383615,3.26,1.53,395,107.3,21,93.8,2262,5.4,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,55.12,0.823,1.353,2.0,1,0,3,6,36,5,Sinker,0,0,0,0,1,0,1,0,Infield shift,Standard,149,-0.167,1.026
10,CU,2022-11-05,80.9,0.92,6.17,"Valdez, Framber",656941,664285,,ball,,,,,13,Kyle Schwarber homers (6) on a line drive to right field.,W,L,L,HOU,PHI,B,,,1,2,2022,-0.81,-1.59,-1.46,0.47,,,,0,6,Top,,,,,455117,,,-3.733001610404728,-117.67523507292788,-2.858640082476541,-6.557465690465604,27.323727330955705,-46.25702447746107,3.16,1.48,,,,79.5,3131,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.65,,,,,,,,36,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,332,0.0,0.037
11,FC,2022-11-05,83.3,0.9,6.13,"Valdez, Framber",656941,664285,,called_strike,,,,,5,Kyle Schwarber homers (6) on a line drive to right field.,W,L,L,HOU,PHI,S,,,1,1,2022,-0.23,-0.33,0.21,2.54,,,,0,6,Top,,,,,455117,,,-1.1473752849544852,-121.35075339387213,-1.1674763861915267,-2.032299231663743,23.18118166806997,-35.38289989601992,3.16,1.54,,,,82.7,2707,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.7,,,,,,,,36,3,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,315,0.0,-0.054
12,CU,2022-11-05,82.6,0.85,6.18,"Valdez, Framber",656941,664285,,ball,,,,,14,Kyle Schwarber homers (6) on a line drive to right field.,W,L,L,HOU,PHI,B,,,0,1,2022,-0.46,-1.28,0.54,0.98,,,,0,6,Top,,,,,455117,,,0.1794965876505587,-120.20244270032852,-2.785160156867009,-4.445466625240969,25.217037673052072,-44.15986103954841,3.19,1.53,,,,81.5,2967,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.74,,,,,,,,36,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,325,0.0,0.025
13,FC,2022-11-05,84.0,1.1,6.19,"Valdez, Framber",656941,664285,,called_strike,,,,,4,Kyle Schwarber homers (6) on a line drive to right field.,W,L,L,HOU,PHI,S,,,0,0,2022,-0.25,-0.35,-0.49,2.31,,,,0,6,Top,,,,,455117,,,-3.153294479757547,-122.38001285334016,-1.9269659671094268,-1.906849300330267,23.00495350586826,-35.58051438457672,3.19,1.54,,,,83.5,2728,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.74,,,,,,,,36,1,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,320,0.0,-0.034
39,FF,2022-11-05,97.6,-1.65,5.44,"Wheeler, Zack",676801,554430,strikeout,swinging_strike,,,,,12,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,2,,0,2,2022,-0.51,1.44,0.43,3.54,,,,2,5,Bot,,,,,592663,,,6.873271871269212,-141.9771182854951,-2.95243532575191,-8.412403961598812,32.515099867536044,-12.256450532627474,3.23,1.54,,,,99.0,2561,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.39,,,0.0,1,0,0,,35,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,-0.014,-0.059
41,SI,2022-11-05,97.5,-1.79,5.3,"Wheeler, Zack",676801,554430,,foul,,,,,11,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,,,0,1,2022,-1.5,0.85,-1.09,3.12,,,,2,5,Bot,,,,,592663,,,5.395842496750229,-141.7893370119765,-2.2525994377338563,-21.471524288851235,36.497586548448325,-20.41521790149389,3.23,1.54,162,57.6,39,98.1,2435,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.55,,,,,,,,35,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,220,0.0,-0.023
44,SI,2022-11-05,96.2,-1.69,5.25,"Wheeler, Zack",676801,554430,,called_strike,,,,,2,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,,,0,0,2022,-1.6,0.77,-0.2,2.85,,,,2,5,Bot,,,,,592663,,,7.706185231102182,-139.69382056673194,-2.4420807221414256,-22.699657848831404,36.97338744373471,-21.8088409667669,3.16,1.54,,,,96.8,2379,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.36,,,,,,,,35,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,223,0.0,-0.017
46,CU,2022-11-05,83.6,-2.07,5.36,"Wheeler, Zack",641820,554430,strikeout,swinging_strike,,,,,13,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,S,2,,2,2,2022,0.96,-0.85,-0.45,1.36,,,,1,5,Bot,,,,,592663,,,1.856274461721375,-121.67700866759915,-0.992385192044533,9.029178543448662,27.531886605464155,-40.55998790756615,3.61,1.7,,,,84.4,2781,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.36,,,0.0,1,0,0,,34,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,59,-0.022,-0.134
47,CU,2022-11-05,84.0,-1.89,5.34,"Wheeler, Zack",641820,554430,,ball,,,,,14,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,B,,,1,2,2022,0.9,-0.86,0.74,0.24,,,,1,5,Bot,,,,,592663,,,4.333784779860722,-122.22192586395198,-3.647291524203,8.005671292664093,26.979252013489983,-40.14213455614056,3.66,1.78,,,,84.3,2726,6.8,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.72,,,,,,,,34,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,56,0.0,0.023
50,SI,2022-11-05,97.1,-1.76,5.37,"Wheeler, Zack",641820,554430,,foul,,,,,11,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,S,,,1,2,2022,-1.37,0.81,-1.26,3.58,,,,1,5,Bot,,,,,592663,,,4.532973830339875,-141.38906653400213,-1.105715841628637,-19.334250716252587,34.09683117995057,-21.294972001154264,3.61,1.7,164,61.0,40,97.9,2320,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.64,,,,,,,,34,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222,0.0,0.0
52,CU,2022-11-05,83.8,-1.97,5.36,"Wheeler, Zack",641820,554430,,called_strike,,,,,4,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,S,,,1,1,2022,0.79,-0.49,-0.55,2.72,,,,1,5,Bot,,,,,592663,,,1.7333116603616687,-122.0592060910626,1.2761723763171895,7.530436727072609,23.97141069137531,-37.53250937139451,3.57,1.69,,,,84.7,2628,6.8,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.66,,,,,,,,34,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,51,0.0,-0.036
54,SI,2022-11-05,96.9,-1.82,5.35,"Wheeler, Zack",641820,554430,,ball,,,,,11,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,B,,,0,1,2022,-1.48,0.92,-1.26,3.88,,,,1,5,Bot,,,,,592663,,,4.92816562855911,-141.03898973106786,-0.445549399655598,-20.829164482871903,33.42338843040597,-20.09371041263568,3.57,1.66,,,,97.8,2278,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.6,,,,,,,,34,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,224,0.0,0.016
56,SI,2022-11-05,97.2,-1.73,5.41,"Wheeler, Zack",641820,554430,,foul,,,,,11,Trey Mancini strikes out swinging.,W,R,R,HOU,PHI,S,,,0,0,2022,-1.56,0.75,-0.96,3.09,,,,1,5,Bot,,,,,592663,,,5.725701958069294,-141.3347964632834,-2.387179430576261,-22.177946673961436,34.2825341973812,-21.773925759330474,3.61,1.7,11,77.1,-15,97.9,2357,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.61,,,,,,,,34,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,226,0.0,-0.024
58,SI,2022-11-05,96.9,-1.74,5.39,"Wheeler, Zack",543877,554430,field_out,hit_into_play,,,,,7,"Christian Vazquez grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,X,4,ground_ball,0,1,2022,-1.48,0.91,-0.45,1.87,,,,0,5,Bot,135.8,158.17,,,592663,,,6.935966769752063,-140.73340703112947,-5.941657328860957,-21.31628094210218,34.957009948410374,-18.94121603533024,3.18,1.52,4,72.6,-27,97.8,2347,7.1,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.4,0.037,0.033,0.0,1,0,0,2,33,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222,-0.029,-0.187
60,SI,2022-11-05,96.6,-1.79,5.35,"Wheeler, Zack",543877,554430,,called_strike,,,,,7,"Christian Vazquez grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,S,,,0,0,2022,-1.52,0.94,-0.56,1.67,,,,0,5,Bot,,,,,592663,,,6.814293670990255,-140.34664231115858,-6.374492819367001,-21.583839636824678,34.183172407118754,-18.443030626983475,3.05,1.5,,,,97.3,2276,6.9,715719,554430,592663,656555,516416,664761,624641,656941,663837,592206,53.55,,,,,,,,33,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222,0.0,-0.034
14,CU,2022-11-05,81.9,1.06,6.1,"Valdez, Framber",624641,664285,strikeout,swinging_strike_blocked,,,,,13,Edmundo Sosa strikes out swinging.,W,R,L,HOU,PHI,S,2,,1,2,2022,-0.94,-1.5,-1.27,0.71,,,,2,5,Top,,,,,455117,,,-3.4309170739911963,-119.03291078809642,-2.5283114547564995,-7.992375538062821,28.20951257180499,-45.85820152280034,3.45,1.64,,,,80.7,3121,6.1,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.39,,,0.0,1,0,0,,32,6,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,329,0.014,-0.07
15,CU,2022-11-05,81.0,1.03,6.07,"Valdez, Framber",624641,664285,,foul,,,,,13,Edmundo Sosa strikes out swinging.,W,R,L,HOU,PHI,S,,,1,2,2022,-0.72,-1.45,-0.8,0.62,,,,2,5,Top,,,,,455117,,,-2.679436840268408,-117.87226108340693,-2.602724608418129,-5.994000623758832,27.3791796274795,-45.07691836686776,3.45,1.64,,,,79.5,2806,5.8,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.72,,,,,,,,32,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,330,0.0,0.0
16,CU,2022-11-05,79.4,0.83,6.28,"Valdez, Framber",624641,664285,,ball,,,,,12,Edmundo Sosa strikes out swinging.,W,R,L,HOU,PHI,B,,,0,2,2022,-1.06,-1.2,0.56,4.18,,,,2,5,Top,,,,,455117,,,1.3762415944593251,-115.34815694598736,4.458029860814741,-9.681965148222456,24.17131437505056,-43.953259136026254,3.41,1.7,,,,78.0,2863,5.7,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.79,,,,,,,,32,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,326,0.0,0.011
17,SI,2022-11-05,96.1,0.92,6.38,"Valdez, Framber",624641,664285,,foul,,,,,12,Edmundo Sosa strikes out swinging.,W,R,L,HOU,PHI,S,,,0,2,2022,1.15,1.13,1.12,3.16,,,,2,5,Top,,,,,455117,,,-2.03283874135596,-139.94916824728875,-5.455581435636074,15.54668891689074,31.81811977335641,-16.258456324940077,3.45,1.64,193,81.4,69,95.0,2318,5.6,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.87,,,,,,,,32,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,145,0.0,0.0
18,SI,2022-11-05,96.1,0.67,6.35,"Valdez, Framber",624641,664285,,called_strike,,,,,8,Edmundo Sosa strikes out swinging.,W,R,L,HOU,PHI,S,,,0,1,2022,1.41,1.08,-0.05,1.9,,,,2,5,Top,,,,,455117,,,-5.016534147123083,-139.69934789836864,-8.526966454201022,19.531805367434615,32.66177312485144,-16.298185903363734,3.35,1.67,,,,94.8,2223,5.7,715719,664285,455117,641820,514888,608324,665161,670541,676801,663656,54.84,,,,,,,,32,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,143,0.0,-0.023
