,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
2495,FF,2023-09-10,94.9,-0.6,5.73,"Krehbiel, Joey",457759,607216,field_out,hit_into_play,,,,,5,Justin Turner lines out to left fielder Austin Hays.,R,R,R,BOS,BAL,X,7,line_drive,2,2,2023,-1.1,1.28,-0.21,2.7,678882,,,2,8,Bot,80.2,107.15,,,668939,,,3.523583274523556,-138.08336508269718,-5.126621780443272,-14.83675473821337,33.74059770571818,-14.884169720053382,3.4,1.59,277,99.9,16,95.4,2105,6.8,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,53.71,0.54,0.523,0.0,1,0,0,4,69,5,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,231,-0.002,-0.318
2538,FF,2023-09-10,91.9,-1.03,5.68,"Krehbiel, Joey",457759,607216,,ball,,,,,12,Justin Turner lines out to left fielder Austin Hays.,R,R,R,BOS,BAL,B,,,1,2,2023,-1.14,1.28,3.04,3.16,,,678882,2,8,Bot,,,,,668939,,,12.665397571531557,-133.19854064707786,-3.239145638491323,-16.396036571430848,29.96290808860563,-16.390995081049887,3.47,1.6,,,,91.0,2022,6.0,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.45,,,,,,,,69,4,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,228,0.001,0.028
2593,FF,2023-09-10,93.8,-0.77,5.64,"Krehbiel, Joey",457759,607216,,foul,,,,,9,Justin Turner lines out to left fielder Austin Hays.,R,R,R,BOS,BAL,S,,,1,1,2023,-0.94,1.39,0.82,1.95,,,678882,2,8,Bot,,,,,668939,,,6.156668132910923,-136.33153999309445,-6.815905348133055,-13.126866373486576,31.34667068579038,-13.559455438797228,3.4,1.59,241,80.2,32,93.3,2125,6.1,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.36,,,,,,,,69,3,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,228,0.0,-0.051
2706,FF,2023-09-10,93.2,-0.85,5.43,"Krehbiel, Joey",457759,607216,,foul,,,,,9,Justin Turner lines out to left fielder Austin Hays.,R,R,R,BOS,BAL,S,,,1,0,2023,-1.06,1.11,0.43,1.85,,,678882,2,8,Bot,,,,,668939,,,5.592663500790152,-135.5237359198948,-5.835750292154324,-14.302586545290112,29.774046563036784,-17.420000957469547,3.4,1.59,261,85.0,47,92.8,2046,6.1,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.39,,,,,,,,69,2,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,235,0.0,-0.042
2750,FF,2023-09-10,93.8,-0.98,5.59,"Krehbiel, Joey",457759,607216,,ball,,,,,14,Justin Turner lines out to left fielder Austin Hays.,R,R,R,BOS,BAL,B,,,0,0,2023,-1.17,1.25,1.28,0.75,,,678882,2,8,Bot,,,,,668939,,,8.384767333143513,-136.09199796840988,-9.49565581835366,-16.343441991831245,29.79359217492103,-14.65728363598594,3.47,1.66,,,,93.4,2076,6.2,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.29,,,,,,,,69,1,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,228,0.0,0.026
2865,FF,2023-09-10,94.0,-1.05,5.72,"Krehbiel, Joey",646240,607216,field_out,hit_into_play,,,,,6,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,X,5,line_drive,2,2,2023,-1.13,1.12,0.62,2.27,,,678882,1,8,Bot,98.39,152.22,,,668939,,,6.804739662927478,-136.59603173788065,-5.606605021465463,-15.716716855676273,32.66463917070685,-17.115264781843013,3.42,1.59,140,79.3,10,93.1,1996,6.0,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.5,0.394,0.386,0.0,1,0,0,4,68,6,4-Seam Fastball,7,3,7,3,3,7,7,3,Strategic,Standard,227,-0.002,-0.274
2971,CH,2023-09-10,84.3,-1.26,5.33,"Krehbiel, Joey",646240,607216,,foul,,,,,8,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,S,,,2,2,2023,-1.51,-0.22,-0.17,1.47,,,678882,1,8,Bot,,,,,668939,,,5.513455702294126,-122.6764060352862,-2.0942255631790223,-16.382500241379606,26.31401469764244,-34.12433796066982,3.42,1.59,2,80.6,-40,83.7,1421,6.1,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.41,,,,,,,,68,5,Changeup,7,3,7,3,3,7,7,3,Strategic,Standard,254,0.0,0.0
3037,FF,2023-09-10,92.5,-0.85,5.66,"Krehbiel, Joey",646240,607216,,ball,,,,,12,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,B,,,1,2,2023,-1.04,1.08,1.21,3.71,,,678882,1,8,Bot,,,,,668939,,,7.454985856389271,-134.49779182745843,-1.4770170166538352,-14.226842064418918,29.90369448044997,-19.02155961363105,3.44,1.69,,,,91.7,1808,5.9,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.57,,,,,,,,68,4,4-Seam Fastball,7,3,7,3,3,7,7,3,Strategic,Standard,230,0.0,0.055
3167,CH,2023-09-10,83.9,-1.16,5.37,"Krehbiel, Joey",646240,607216,,swinging_strike,,,,,8,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,S,,,1,1,2023,-1.04,0.22,0.13,1.66,,,678882,1,8,Bot,,,,,668939,,,5.008740298682135,-122.14813429845536,-2.57807169552224,-11.439070261003128,24.76540284503665,-29.686895654569323,3.42,1.59,,,,83.3,1295,5.9,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.59,,,,,,,,68,3,Changeup,7,3,7,3,3,7,7,3,Strategic,Standard,262,0.0,-0.067
3276,CH,2023-09-10,84.8,-1.29,5.42,"Krehbiel, Joey",646240,607216,,called_strike,,,,,4,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,S,,,1,0,2023,-0.68,-0.39,-0.78,2.44,,,678882,1,8,Bot,,,,,668939,,,2.544069892000302,-123.6313826116889,0.0490030883387517,-7.481781232135004,22.85949791173092,-36.380488146829535,3.42,1.6,,,,84.5,1274,5.9,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.65,,,,,,,,68,2,Changeup,7,3,7,3,3,7,7,3,Strategic,Standard,265,0.0,-0.064
3318,FF,2023-09-10,91.8,-1.39,5.69,"Krehbiel, Joey",646240,607216,,ball,,,,,11,Rafael Devers lines out to third baseman Ramon Urias.,R,L,R,BOS,BAL,B,,,0,0,2023,-0.92,1.05,-1.09,3.44,,,678882,1,8,Bot,,,,,668939,,,2.7236383018021884,-133.73385490935382,-2.1030058490573,-11.60221937381908,30.12609427358253,-19.30957773907834,3.53,1.66,,,,91.2,1793,6.0,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.54,,,,,,,,68,1,4-Seam Fastball,7,3,7,3,3,7,7,3,Strategic,Standard,226,0.0,0.042
3440,FC,2023-09-10,86.4,-0.81,5.48,"Krehbiel, Joey",678882,607216,walk,ball,,,,,13,Ceddanne Rafaela walks.,R,R,R,BOS,BAL,B,,,3,1,2023,0.4,0.34,-0.36,1.17,,,,1,8,Bot,,,,,668939,,,0.2806769256823715,-125.895526978705,-4.788096664009667,4.158819966945964,24.98468350985758,-27.814202699978225,3.38,1.6,,,,86.6,2369,6.3,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.23,,,0.7,1,0,0,,67,5,Cutter,7,3,7,3,3,7,7,3,Standard,Standard,155,0.002,0.162
3561,FF,2023-09-10,94.0,-0.43,5.6,"Krehbiel, Joey",678882,607216,,ball,,,,,14,Ceddanne Rafaela walks.,R,R,R,BOS,BAL,B,,,2,1,2023,-1.03,1.25,2.25,2.33,,,,1,8,Bot,,,,,668939,,,9.158693171829649,-136.4362258396288,-5.493746814331674,-14.89508545024892,30.91906371062899,-15.456761566703651,3.44,1.57,,,,93.4,2183,6.1,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.37,,,,,,,,67,4,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,221,0.0,0.079
3733,FC,2023-09-10,87.4,-0.81,5.67,"Krehbiel, Joey",678882,607216,,swinging_strike,,,,,2,Ceddanne Rafaela walks.,R,R,R,BOS,BAL,S,,,2,0,2023,0.47,0.46,-0.03,2.77,,,,1,8,Bot,,,,,668939,,,0.9124051421499588,-127.42241254062002,-1.8251685634580963,4.961138218172247,25.626624426882103,-27.025375889985632,3.29,1.49,,,,87.2,2504,6.0,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.48,,,,,,,,67,3,Cutter,7,3,7,3,3,7,7,3,Standard,Standard,160,0.0,-0.039
3827,FF,2023-09-10,93.6,-0.28,5.9,"Krehbiel, Joey",678882,607216,,ball,,,,,12,Ceddanne Rafaela walks.,R,R,R,BOS,BAL,B,,,1,0,2023,-1.07,1.15,0.83,4.17,,,,1,8,Bot,,,,,668939,,,5.179126962073064,-136.31647859411862,-1.2622550202528138,-14.44431586132093,30.009419516000744,-17.795330369937748,3.5,1.6,,,,92.7,2025,5.7,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.77,,,,,,,,67,2,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,226,0.0,0.042
3930,FF,2023-09-10,94.8,-0.45,5.82,"Krehbiel, Joey",678882,607216,,ball,,,,,14,Ceddanne Rafaela walks.,R,R,R,BOS,BAL,B,,,0,0,2023,-1.16,1.26,1.59,1.59,,,,1,8,Bot,,,,,668939,,,7.826579470168075,-137.66675383377594,-8.093885433366989,-16.46218979791248,31.460615815363724,-14.519022941148949,3.44,1.69,,,,93.9,2144,5.9,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.59,,,,,,,,67,1,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,223,0.0,0.025
4132,FC,2023-09-10,87.6,-0.88,5.78,"Krehbiel, Joey",624512,607216,field_out,hit_into_play,,,,,14,"Reese McGuire grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn.",R,L,R,BOS,BAL,X,4,ground_ball,0,2,2023,0.58,0.41,0.97,1.95,,,,0,8,Bot,150.25,154.97,,,668939,,,3.280782356289425,-127.596992645443,-3.976388368782781,5.620930037385536,26.44990134803646,-27.05839309051104,3.31,1.63,65,66.6,5,87.6,2396,6.3,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.23,0.191,0.178,0.0,1,0,0,2,66,3,Cutter,7,3,7,3,3,7,7,3,Standard,Standard,162,-0.001,-0.152
4150,FF,2023-09-10,94.0,-1.03,5.7,"Krehbiel, Joey",624512,607216,,called_strike,,,,,7,"Reese McGuire grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn.",R,L,R,BOS,BAL,S,,,0,1,2023,-0.98,1.11,-0.48,1.97,,,,0,8,Bot,,,,,668939,,,3.591988660898511,-136.77270628200176,-6.402056725642738,-13.07458734294034,30.991162448768165,-17.015451670877468,3.44,1.78,,,,93.9,2095,6.3,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.21,,,,,,,,66,2,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,224,0.0,-0.048
4361,FF,2023-09-10,94.7,-1.04,5.79,"Krehbiel, Joey",624512,607216,,called_strike,,,,,7,"Reese McGuire grounds out, second baseman Adam Frazier to first baseman Ryan O'Hearn.",R,L,R,BOS,BAL,S,,,0,0,2023,-0.99,1.16,-0.78,2.06,,,,0,8,Bot,,,,,668939,,,2.8752208619440047,-137.7758212471747,-6.635871524353139,-13.190050785886134,31.61304280782562,-16.075498674959515,3.44,1.84,,,,94.3,2165,6.2,716652,607216,668939,656811,624428,602104,683002,669720,656775,543305,54.34,,,,,,,,66,1,4-Seam Fastball,7,3,7,3,3,7,7,3,Standard,Standard,223,0.0,-0.038
1875,SI,2023-09-10,94.8,-1.15,5.75,"Whitlock, Garrett",623993,676477,field_out,hit_into_play,,,,,3,Anthony Santander pops out to third baseman Rafael Devers.,R,L,R,BOS,BAL,X,5,popup,1,2,2023,-1.4,1.13,0.28,2.94,,,602104,2,8,Top,97.45,146.83,,,624512,,,7.053492376650514,-137.88559648703966,-4.293799855646375,-19.496777047840418,31.483683954983267,-16.938326249769016,3.4,1.65,151,88.0,66,96.9,2064,7.6,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,52.94,0.003,0.003,0.0,1,0,0,3,65,4,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,229,0.008,-0.177
1911,ST,2023-09-10,76.8,-1.33,5.79,"Whitlock, Garrett",623993,676477,,ball,,,,,11,Anthony Santander pops out to third baseman Rafael Devers.,R,L,R,BOS,BAL,B,,,0,2,2023,1.34,-0.59,-1.54,3.49,,,602104,2,8,Top,,,,,624512,,,-2.9400538634940365,-111.69167712418546,3.347942799654472,11.75127352886146,21.99775825803814,-37.96386611627818,3.5,1.65,,,,77.7,1973,7.1,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.36,,,,,,,,65,3,Sweeper,7,3,3,7,3,7,3,7,Strategic,Standard,47,0.0,0.018
1981,SI,2023-09-10,94.0,-1.11,5.66,"Whitlock, Garrett",623993,676477,,foul_tip,,,,,3,Anthony Santander pops out to third baseman Rafael Devers.,R,L,R,BOS,BAL,S,,,0,1,2023,-1.46,1.06,0.52,3.45,,,602104,2,8,Top,,,,,624512,,,7.642875579713071,-136.64235072513628,-2.3738664249678525,-19.96022737000221,32.22098114555026,-18.55590756164863,3.4,1.65,,,,95.6,2021,7.4,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.08,,,,,,,,65,2,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,227,0.0,-0.045
2025,SI,2023-09-10,93.3,-1.14,5.63,"Whitlock, Garrett",623993,676477,,foul,,,,,6,Anthony Santander pops out to third baseman Rafael Devers.,R,L,R,BOS,BAL,S,,,0,0,2023,-1.25,1.01,0.53,2.6,,,602104,2,8,Top,,,,,624512,,,7.209463510471847,-135.6176188117776,-4.3493038889729005,-17.01524449255689,29.58400360270321,-18.985542475980807,3.4,1.65,177,67.8,41,95.4,1949,7.6,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,52.93,,,,,,,,65,1,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,229,0.0,-0.039
2067,ST,2023-09-10,79.3,-1.27,5.8,"Whitlock, Garrett",683002,676477,strikeout,swinging_strike,,,,,14,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,S,2,,1,2,2023,1.18,-0.54,0.71,1.32,,,602104,1,8,Top,,,,,624512,,,2.160989335020277,-115.51351590816763,-1.9572284162220028,10.081898615970204,23.57494737342066,-36.81059148999421,3.7,1.74,,,,80.5,1939,7.2,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.26,,,0.0,1,0,0,,64,6,Sweeper,7,3,3,7,3,7,3,7,Strategic,Standard,38,0.014,-0.215
2103,SI,2023-09-10,95.4,-1.22,5.75,"Whitlock, Garrett",683002,676477,,foul,,,,,5,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,S,,,1,2,2023,-1.18,1.06,0.15,2.41,,,602104,1,8,Top,,,,,624512,,,6.384020654599588,-138.83866099199872,-5.657222818932151,-16.69126314343961,29.98923575093749,-17.406414647578515,3.7,1.74,186,73.9,34,97.5,2064,7.4,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.13,,,,,,,,64,5,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,228,0.0,0.0
2135,CH,2023-09-10,85.2,-1.09,5.94,"Whitlock, Garrett",683002,676477,,ball,,,,,13,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,B,,,0,2,2023,-1.4,0.71,-0.94,1.32,,,602104,1,8,Top,,,,,624512,,,3.216979439722373,-123.92474819992272,-6.058651618231267,-15.073272149814414,24.84067661936527,-23.821973196933087,3.82,1.78,,,,86.7,2097,7.2,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.25,,,,,,,,64,4,Changeup,7,3,3,7,3,7,3,7,Strategic,Standard,246,0.0,0.023
2186,SI,2023-09-10,94.4,-1.1,5.73,"Whitlock, Garrett",683002,676477,,foul,,,,,3,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,S,,,0,2,2023,-1.2,0.98,0.64,3.11,,,602104,1,8,Top,,,,,624512,,,7.3822226477251744,-137.2597845080236,-3.3905224692387987,-16.760861789108084,29.288358256791906,-19.188265141182967,3.7,1.74,,,,96.6,1961,7.5,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.02,,,,,,,,64,3,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,230,0.0,0.0
2255,SI,2023-09-10,94.4,-1.16,5.7,"Whitlock, Garrett",683002,676477,,foul_tip,,,,,6,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,S,,,0,1,2023,-1.29,0.91,0.51,2.7,,,602104,1,8,Top,,,,,624512,,,7.379972024975114,-137.2091506489486,-4.211884897485421,-17.89462899360131,30.606283212127195,-19.88575041331969,3.7,1.74,,,,96.4,1947,7.5,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,52.97,,,,,,,,64,2,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,227,0.0,-0.062
2309,SI,2023-09-10,93.1,-1.22,5.73,"Whitlock, Garrett",683002,676477,,swinging_strike,,,,,5,Gunnar Henderson strikes out swinging.,R,L,R,BOS,BAL,S,,,0,0,2023,-1.25,1.01,-0.02,2.63,,,602104,1,8,Top,,,,,624512,,,5.9353472114085335,-135.49269706870749,-4.485265198086677,-16.6533548631802,29.517282584795822,-18.92460960461202,3.7,1.74,,,,95.1,1929,7.4,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.05,,,,,,,,64,1,Sinker,7,3,3,7,3,7,3,7,Standard,Standard,230,0.0,-0.05
2345,CH,2023-09-10,83.3,-1.09,5.91,"Whitlock, Garrett",668939,676477,field_out,hit_into_play,,,,,8,Adley Rutschman flies out to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,X,7,fly_ball,1,1,2023,-1.46,0.61,0.01,1.75,,,602104,0,8,Top,51.66,126.78,,,624512,,,5.517589522622097,-121.22370603323792,-4.361740996941294,-15.465320322300034,23.883611325685973,-25.527314739597568,3.32,1.58,256,91.0,53,85.0,2229,7.4,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.08,0.009,0.008,0.0,1,0,0,3,63,3,Changeup,7,3,3,7,3,7,3,7,Strategic,Standard,251,0.021,-0.344
2379,SI,2023-09-10,94.8,-1.21,5.7,"Whitlock, Garrett",668939,676477,,ball,,,,,9,Adley Rutschman flies out to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,B,,,0,1,2023,-1.32,1.15,0.35,1.5,,,602104,0,8,Top,,,,,624512,,,7.2041359695402205,-137.76821402944668,-8.049695260402633,-18.358785035895828,29.25800504195537,-15.907301861536784,3.41,1.58,,,,97.0,2060,7.5,716652,676477,624512,671213,649966,646240,596115,677800,678882,657077,53.0,,,,,,,,63,2,Sinker,7,3,3,7,3,7,3,7,Strategic,Standard,229,0.0,0.04
