,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
207,FF,2023-09-10,95.4,-1.82,5.28,"Bello, Brayan",683002,678394,,foul,,,,,11,Gunnar Henderson pops out to shortstop Trevor Story.,R,L,R,BOS,BAL,S,,,1,2,2023,-0.84,1.11,-0.02,3.93,,668939,,2,5,Top,,,,,624512,,,6.614224179218837,-138.79625311104465,-0.4026360717965345,-12.40583593144051,31.70350311206812,-17.922395646279575,3.7,1.74,241,81.4,49,95.0,2205,6.1,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.42,,,,,,,,42,4,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,233,0.0,0.0
226,FF,2023-09-10,95.1,-1.74,5.25,"Bello, Brayan",683002,678394,,swinging_strike,,,,,1,Gunnar Henderson pops out to shortstop Trevor Story.,R,L,R,BOS,BAL,S,,,1,1,2023,-0.95,1.14,-0.42,3.82,,668939,,2,5,Top,,,,,624512,,,5.602615284595238,-138.4160894500744,-0.6248375556029815,-13.449286066282742,33.4145565391556,-17.7403181840978,3.7,1.74,,,,95.0,2119,6.4,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.11,,,,,,,,42,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,237,0.0,-0.071
257,FF,2023-09-10,95.8,-1.59,5.41,"Bello, Brayan",683002,678394,,ball,,,,,12,Gunnar Henderson pops out to shortstop Trevor Story.,R,L,R,BOS,BAL,B,,,0,1,2023,-0.68,1.11,1.57,2.94,,668939,,2,5,Top,,,,,624512,,,9.849709101318757,-139.16363398675142,-3.3770064625482967,-11.134831661830962,33.0257685731111,-17.170895034764936,3.8,1.85,,,,95.3,2053,6.2,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.29,,,,,,,,42,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,233,0.0,0.024
277,CH,2023-09-10,85.6,-2.03,5.12,"Bello, Brayan",683002,678394,,foul,,,,,9,Gunnar Henderson pops out to shortstop Trevor Story.,R,L,R,BOS,BAL,S,,,0,0,2023,-1.39,0.32,0.35,2.01,,668939,,2,5,Top,,,,,624512,,,8.428444229563215,-124.30414338695364,-1.6503633626222132,-16.10913639674795,26.4896083133953,-28.7186924492009,3.7,1.74,10,75.7,-12,85.5,1601,6.5,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.01,,,,,,,,42,1,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,256,0.0,-0.053
284,CH,2023-09-10,87.0,-1.85,5.17,"Bello, Brayan",668939,678394,double,hit_into_play,,,,,7,Adley Rutschman doubles (24) on a line drive to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,X,7,line_drive,2,2,2023,-1.38,0.38,-0.76,1.54,,,,2,5,Top,41.62,111.22,,,624512,,,5.431126114177292,-126.58548961150213,-3.287936207039793,-15.904480008664718,26.637591307815686,-27.59792328183008,3.32,1.58,279,84.9,27,86.9,1626,6.3,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.17,0.077,0.069,1.25,1,1,1,3,41,5,Changeup,4,3,3,4,3,4,3,4,Strategic,Standard,254,-0.033,0.245
309,CH,2023-09-10,87.8,-1.71,5.18,"Bello, Brayan",668939,678394,,ball,,,,,13,Adley Rutschman doubles (24) on a line drive to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,B,,,1,2,2023,-1.39,0.33,-1.44,1.11,,,,2,5,Top,,,,,624512,,,3.5622078504120323,-127.83647568397812,-4.452260185750152,-15.932450714435245,26.072512150665897,-27.891682955168974,3.32,1.53,,,,88.3,1711,6.5,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,53.95,,,,,,,,41,4,Changeup,4,3,3,4,3,4,3,4,Strategic,Standard,252,0.0,0.017
344,SI,2023-09-10,95.0,-1.84,5.01,"Bello, Brayan",668939,678394,,called_strike,,,,,9,Adley Rutschman doubles (24) on a line drive to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,S,,,1,1,2023,-1.54,0.2,0.37,1.75,,,,2,5,Top,,,,,624512,,,9.240138499213336,-138.0826460079475,-3.329096105486657,-21.722482816684035,30.15193373247661,-29.10672395117805,3.41,1.58,,,,95.3,2030,6.5,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.04,,,,,,,,41,3,Sinker,4,3,3,4,3,4,3,4,Strategic,Standard,242,0.0,-0.028
369,FF,2023-09-10,95.9,-1.69,5.31,"Bello, Brayan",668939,678394,,ball,,,,,12,Adley Rutschman doubles (24) on a line drive to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,B,,,0,1,2023,-0.89,1.0,0.91,4.48,,,,2,5,Top,,,,,624512,,,8.888756647420914,-139.31395471534057,1.1813307801742912,-13.622388850595968,32.09535775345939,-19.641342484631384,3.47,1.61,,,,95.8,2012,6.4,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.14,,,,,,,,41,2,4-Seam Fastball,4,3,3,4,3,4,3,4,Strategic,Standard,234,0.0,0.013
380,SL,2023-09-10,81.7,-1.72,5.47,"Bello, Brayan",668939,678394,,foul,,,,,5,Adley Rutschman doubles (24) on a line drive to left fielder Wilyer Abreu.,R,L,R,BOS,BAL,S,,,0,0,2023,0.89,-0.02,-0.1,2.46,,,,2,5,Top,,,,,624512,,,1.9323984149982645,-119.02870964604683,-0.2165070587866769,8.151957958326266,22.29111859077143,-32.52601030733268,3.32,1.58,90,66.7,14,81.9,2225,6.3,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.17,,,,,,,,41,1,Slider,4,3,3,4,3,4,3,4,Standard,Standard,39,0.0,-0.017
401,FF,2023-09-10,95.8,-1.67,5.28,"Bello, Brayan",602104,678394,strikeout,foul_tip,,,,,4,Ramon Urias strikes out on a foul tip.,R,R,R,BOS,BAL,S,2,,2,2,2023,-0.9,1.01,-0.49,2.28,,,,1,5,Top,,,,,624512,,,5.16704411353535,-139.34323703318273,-4.597037737530542,-12.91521156425894,32.82839232254326,-18.126043387674397,3.11,1.49,,,,95.8,2193,6.4,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.09,,,0.0,1,0,0,,40,5,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,232,0.023,-0.15
436,SI,2023-09-10,94.8,-2.1,4.98,"Bello, Brayan",602104,678394,,foul,,,,,13,Ramon Urias strikes out on a foul tip.,R,R,R,BOS,BAL,S,,,2,1,2023,-1.39,0.07,-0.32,1.25,,,,1,5,Top,,,,,624512,,,7.760809059948609,-137.84917203507834,-4.214152873487872,-19.473596738382923,31.058675638904763,-30.55652885151307,3.11,1.49,1,59.5,-50,94.7,2000,6.3,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.18,,,,,,,,40,4,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,246,0.0,-0.049
457,SI,2023-09-10,95.0,-1.93,5.04,"Bello, Brayan",602104,678394,,foul,,,,,2,Ramon Urias strikes out on a foul tip.,R,R,R,BOS,BAL,S,,,2,0,2023,-1.5,0.33,-0.19,2.8,,,,1,5,Top,,,,,624512,,,7.893481209315102,-138.07201940261103,-0.8994086087317643,-20.92903976146611,32.7539756987382,-27.97920210991961,3.11,1.49,220,88.5,56,94.6,1917,6.3,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.23,,,,,,,,40,3,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,238,0.0,-0.039
482,SL,2023-09-10,81.8,-1.73,5.42,"Bello, Brayan",602104,678394,,ball,,,,,14,Ramon Urias strikes out on a foul tip.,R,R,R,BOS,BAL,B,,,1,0,2023,0.55,-0.25,2.38,0.43,,,,1,5,Top,,,,,624512,,,8.204932035247662,-118.90537576917448,-4.183397247395907,3.5624027043867925,23.212036264526397,-33.90270325444923,3.17,1.58,,,,81.7,2146,6.3,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.15,,,,,,,,40,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,29,0.0,0.042
520,SL,2023-09-10,79.7,-1.73,5.49,"Bello, Brayan",602104,678394,,ball,,,,,11,Ramon Urias strikes out on a foul tip.,R,R,R,BOS,BAL,B,,,0,0,2023,0.9,0.11,-0.86,4.01,,,,1,5,Top,,,,,624512,,,0.2206332041088755,-116.10160889919172,3.272396699744001,8.098828179487821,21.88062555329273,-32.00486177235938,3.11,1.49,,,,79.5,1964,6.1,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.4,,,,,,,,40,1,Slider,4,3,3,4,3,4,3,4,Standard,Standard,56,0.0,0.025
551,SI,2023-09-10,95.0,-1.93,5.06,"Bello, Brayan",624428,678394,single,hit_into_play,,,,,5,"Adam Frazier singles on a fly ball to third baseman Rafael Devers.  Adam Frazier out at 2nd, third baseman Rafael Devers to second baseman Luis Urias.",R,L,R,BOS,BAL,X,5,fly_ball,3,1,2023,-1.46,0.18,-0.05,2.52,,,,0,5,Top,68.64,142.91,,,624512,,,8.189672139433416,-138.2027386645154,-1.3870360279640268,-20.579020773721297,30.72423045070873,-29.75940717269601,3.19,1.45,200,79.8,58,94.9,2065,6.2,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.25,0.037,0.036,0.9,1,1,0,3,39,5,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,241,0.032,0.227
576,SL,2023-09-10,82.6,-1.73,5.39,"Bello, Brayan",624428,678394,,ball,,,,,14,"Adam Frazier singles on a fly ball to third baseman Rafael Devers.  Adam Frazier out at 2nd, third baseman Rafael Devers to second baseman Luis Urias.",R,L,R,BOS,BAL,B,,,2,1,2023,0.72,-0.55,0.73,0.83,,,,0,5,Top,,,,,624512,,,4.197779324412977,-120.28654411468254,-2.77589565539681,6.05444630700125,24.84720984201784,-37.12057748376952,3.23,1.43,,,,82.3,2032,6.2,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.3,,,,,,,,39,4,Slider,4,3,3,4,3,4,3,4,Standard,Standard,25,0.0,0.12
589,SI,2023-09-10,94.2,-2.0,5.04,"Bello, Brayan",624428,678394,,ball,,,,,11,"Adam Frazier singles on a fly ball to third baseman Rafael Devers.  Adam Frazier out at 2nd, third baseman Rafael Devers to second baseman Luis Urias.",R,L,R,BOS,BAL,B,,,1,1,2023,-1.41,0.16,-1.37,2.54,,,,0,5,Top,,,,,624512,,,4.73864087025487,-137.1230541489932,-1.1368055105932806,-18.875915013579263,30.824010004658746,-30.06537889186416,3.23,1.46,,,,93.9,2022,6.1,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.37,,,,,,,,39,3,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,239,0.0,0.051
643,CH,2023-09-10,86.8,-1.81,5.13,"Bello, Brayan",624428,678394,,ball,,,,,13,"Adam Frazier singles on a fly ball to third baseman Rafael Devers.  Adam Frazier out at 2nd, third baseman Rafael Devers to second baseman Luis Urias.",R,L,R,BOS,BAL,B,,,0,1,2023,-1.29,0.44,-0.83,0.8,,,,0,5,Top,,,,,624512,,,5.004785342223008,-126.25874235674156,-5.071892776786552,-14.858949784722569,25.57927321930133,-26.64263029843992,3.19,1.49,,,,86.9,1784,6.4,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.13,,,,,,,,39,2,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,255,0.0,0.027
660,FF,2023-09-10,94.3,-1.62,5.45,"Bello, Brayan",624428,678394,,called_strike,,,,,1,"Adam Frazier singles on a fly ball to third baseman Rafael Devers.  Adam Frazier out at 2nd, third baseman Rafael Devers to second baseman Luis Urias.",R,L,R,BOS,BAL,S,,,0,0,2023,-0.81,0.92,-0.64,3.01,,,,0,5,Top,,,,,624512,,,4.335397687723137,-137.33106027981626,-2.678654125340828,-11.248664489551956,30.45986042253509,-20.143016659235343,3.26,1.49,,,,94.0,2074,6.1,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.43,,,,,,,,39,1,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,230,0.0,-0.038
300,FF,2023-09-10,96.4,-2.49,5.66,"Rodriguez, Grayson",671213,680570,field_out,hit_into_play,,,,,13,Triston Casas lines out to shortstop Gunnar Henderson.,R,L,R,BOS,BAL,X,6,line_drive,1,0,2023,-1.07,1.1,-0.87,2.29,,,646240,2,4,Bot,120.85,141.05,,,668939,,,6.845611161713066,-140.1427483871105,-5.915722898829066,-15.74889649736,34.05377635859723,-16.491241812154712,3.8,1.86,152,83.6,11,97.4,2241,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.45,0.54,0.504,0.0,1,0,0,4,38,2,4-Seam Fastball,4,3,4,3,3,4,4,3,Strategic,Standard,221,-0.022,-0.269
310,CH,2023-09-10,83.8,-2.63,5.57,"Rodriguez, Grayson",671213,680570,,ball,,,,,14,Triston Casas lines out to shortstop Gunnar Henderson.,R,L,R,BOS,BAL,B,,,0,0,2023,-0.99,0.07,0.48,1.05,,,646240,2,4,Bot,,,,,668939,,,9.316985891549818,-121.64670289726924,-4.216038338430376,-11.644086788791167,24.12224311346453,-30.81050841994438,3.94,1.94,,,,85.3,1728,7.4,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.07,,,,,,,,38,1,Changeup,4,3,4,3,3,4,4,3,Strategic,Standard,246,0.0,0.026
328,CH,2023-09-10,83.0,-2.45,5.71,"Rodriguez, Grayson",457759,680570,field_out,hit_into_play,,,,,1,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,X,7,fly_ball,2,2,2023,-0.95,-0.05,-0.8,3.17,,,646240,1,4,Bot,76.93,79.15,,,668939,,,5.743284271700679,-120.72740665828736,0.8216882967452663,-10.401411729354956,24.23740722190681,-33.04735022674667,3.4,1.59,320,85.5,33,84.3,1688,7.2,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.29,0.023,0.032,0.0,1,0,0,3,37,6,Changeup,4,3,4,3,3,4,4,3,Standard,Standard,258,-0.026,-0.274
355,FF,2023-09-10,96.2,-2.43,5.66,"Rodriguez, Grayson",457759,680570,,foul,,,,,12,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,S,,,2,2,2023,-0.96,1.18,0.6,3.7,,,646240,1,4,Bot,,,,,668939,,,10.375432744192125,-139.76990147653123,-2.323431718415575,-14.93988553627032,30.40590696095232,-16.277599905592595,3.4,1.59,257,85.1,53,97.6,2250,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.43,,,,,,,,37,5,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,222,0.0,0.0
382,CU,2023-09-10,79.0,-2.29,5.8,"Rodriguez, Grayson",457759,680570,,blocked_ball,,,,,14,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,B,,,1,2,2023,0.94,-0.9,0.52,0.2,,,646240,1,4,Bot,,,,,668939,,,4.4221590950450524,-114.87102775091432,-3.66097525025518,7.354554209801399,23.43492262760046,-39.567945518228846,3.35,1.59,,,,79.8,2714,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.39,,,,,,,,37,4,Curveball,4,3,4,3,3,4,4,3,Standard,Standard,34,0.0,0.055
414,CU,2023-09-10,79.6,-2.42,5.82,"Rodriguez, Grayson",457759,680570,,called_strike,,,,,2,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,S,,,1,1,2023,1.02,-1.0,0.12,3.09,,,646240,1,4,Bot,,,,,668939,,,3.7005963817856498,-115.80575573550912,2.7613061385537936,8.402070058282112,23.327154947961443,-41.95653818600654,3.32,1.64,,,,80.5,2733,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.43,,,,,,,,37,3,Curveball,4,3,4,3,3,4,4,3,Standard,Standard,40,0.0,-0.067
440,CU,2023-09-10,80.8,-2.4,5.78,"Rodriguez, Grayson",457759,680570,,ball,,,,,14,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,B,,,0,1,2023,1.09,-1.06,1.02,1.7,,,646240,1,4,Bot,,,,,668939,,,5.614363941951555,-117.51561195294548,-0.2942919278969835,8.745465270534606,25.47026082073628,-42.087013934740696,3.26,1.64,,,,81.6,2773,7.2,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.29,,,,,,,,37,2,Curveball,4,3,4,3,3,4,4,3,Standard,Standard,43,0.0,0.028
458,FF,2023-09-10,97.4,-2.48,5.76,"Rodriguez, Grayson",457759,680570,,foul,,,,,2,Justin Turner flies out to left fielder Austin Hays.,R,R,R,BOS,BAL,S,,,0,0,2023,-1.19,1.4,0.14,3.47,,,646240,1,4,Bot,,,,,668939,,,9.919787677300198,-141.3779474527369,-3.820832937578695,-18.33964126636616,35.777578267699155,-12.746616918668634,3.4,1.59,229,77.6,51,98.4,2293,7.2,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.27,,,,,,,,37,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,221,0.0,-0.05
488,FF,2023-09-10,97.6,-2.6,5.74,"Rodriguez, Grayson",646240,680570,single,hit_into_play,,,,,11,Rafael Devers singles on a line drive to third baseman Ramon Urias.   Reese McGuire scores.,R,L,R,BOS,BAL,X,5,line_drive,1,1,2023,-0.99,1.35,-0.91,3.84,624512,,,1,4,Bot,102.53,166.16,,,668939,,,6.903682035250427,-141.94845696350268,-2.7164725715106743,-14.94894223429832,33.94280897686435,-13.499147414609926,3.42,1.59,148,96.0,8,98.8,2351,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.43,0.554,0.499,0.9,1,1,0,4,36,3,4-Seam Fastball,3,3,3,3,3,4,4,3,Strategic,Standard,221,0.068,0.643
511,FF,2023-09-10,97.5,-2.55,5.77,"Rodriguez, Grayson",646240,680570,,foul,,,,,1,Rafael Devers singles on a line drive to third baseman Ramon Urias.   Reese McGuire scores.,R,L,R,BOS,BAL,S,,,1,0,2023,-0.93,1.54,-0.4,3.01,624512,,,1,4,Bot,,,,,668939,,,8.037419203155908,-141.68279769381596,-5.493755944621617,-14.351933443014223,33.387139849489174,-10.402534242360646,3.42,1.59,209,83.8,63,98.7,2371,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.37,,,,,,,,36,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,217,0.0,-0.097
542,FF,2023-09-10,97.4,-2.51,5.65,"Rodriguez, Grayson",646240,680570,,ball,,,,,11,Rafael Devers singles on a line drive to third baseman Ramon Urias.   Reese McGuire scores.,R,L,R,BOS,BAL,B,,,0,0,2023,-0.78,1.46,-0.95,3.52,624512,,,1,4,Bot,,,,,668939,,,6.071790046419453,-141.67399444314867,-3.5867650568370664,-11.876637679200876,33.91486273780939,-11.864794772561684,3.49,1.59,,,,98.7,2341,7.2,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.34,,,,,,,,36,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,216,0.0,0.024
567,CU,2023-09-10,78.7,-2.56,5.68,"Rodriguez, Grayson",678882,680570,strikeout,swinging_strike,,,,,14,Ceddanne Rafaela strikes out swinging.,R,R,R,BOS,BAL,S,2,,1,2,2023,0.64,-1.2,0.55,0.86,624512,,,0,4,Bot,,,,,668939,,,5.645266127332353,-114.43069120778186,-1.30944730516177,4.406175252311137,23.669013716686464,-42.56001975448745,3.29,1.49,,,,79.5,2778,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.37,,,0.0,1,0,0,,35,4,Curveball,3,3,3,3,3,3,3,3,Strategic,Standard,42,-0.046,-0.309
615,CU,2023-09-10,79.5,-2.6,5.72,"Rodriguez, Grayson",678882,680570,,swinging_strike,,,,,5,Ceddanne Rafaela strikes out swinging.,R,R,R,BOS,BAL,S,,,1,1,2023,0.71,-1.29,-0.12,2.13,624512,,,0,4,Bot,,,,,668939,,,4.130164887542856,-115.64414559008016,1.4316823437727284,5.46869340438522,24.58329157006589,-44.14854572906176,3.29,1.49,,,,80.1,2778,7.0,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.46,,,,,,,,35,3,Curveball,3,3,3,3,3,3,3,3,Strategic,Standard,40,0.0,-0.073
629,FF,2023-09-10,95.7,-2.63,5.6,"Rodriguez, Grayson",678882,680570,,foul,,,,,7,Ceddanne Rafaela strikes out swinging.,R,R,R,BOS,BAL,S,,,1,0,2023,-1.31,1.44,-0.4,1.45,624512,,,0,4,Bot,,,,,668939,,,8.979895162046914,-138.7914914798651,-8.605486664537686,-19.08092879910946,34.77880649380045,-11.682378377149616,3.29,1.49,2,83.9,-31,96.4,2340,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.36,,,,,,,,35,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,227,0.0,-0.074
646,FF,2023-09-10,95.7,-2.56,5.67,"Rodriguez, Grayson",678882,680570,,ball,,,,,11,Ceddanne Rafaela strikes out swinging.,R,R,R,BOS,BAL,B,,,0,0,2023,-1.17,1.47,-0.51,4.09,624512,,,0,4,Bot,,,,,668939,,,8.176772336967094,-138.9893051324806,-1.7804378528251157,-17.101362143514287,36.13328807369204,-13.171699654813905,3.32,1.58,,,,96.5,2300,7.2,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.28,,,,,,,,35,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Strategic,Standard,224,0.0,0.031
689,CH,2023-09-10,83.8,-2.81,5.61,"Rodriguez, Grayson",624512,680570,triple,hit_into_play,,,,,11,Reese McGuire triples (1) on a sharp line drive to center fielder Cedric Mullins.   Luis Urias scores.,R,L,R,BOS,BAL,X,8,line_drive,0,0,2023,-1.11,0.16,-0.89,2.5,,649966,,0,4,Bot,159.78,51.65,,,668939,,,6.728445826673246,-121.8026452409852,-1.0566681841599193,-12.423310843947675,24.69044587948639,-30.56518331751406,3.31,1.63,351,102.9,17,84.8,1767,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.43,0.503,0.565,1.6,1,1,2,5,34,1,Changeup,2,3,2,3,3,3,3,3,Standard,Standard,259,0.167,1.27
715,FF,2023-09-10,93.7,-2.74,5.7,"Rodriguez, Grayson",649966,680570,double,hit_into_play,,,,,1,Luis Urias doubles (5) on a fly ball to left fielder Austin Hays.,R,R,R,BOS,BAL,X,7,fly_ball,1,0,2023,-0.92,1.36,-0.51,2.79,,,,0,4,Bot,89.33,64.43,,,668939,,,7.92052326189438,-136.13319015148272,-4.796760462510309,-13.282098821149138,32.70792642230213,-14.40104446800303,3.11,1.47,361,96.1,33,94.6,2286,7.1,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.39,0.189,0.336,1.25,1,1,1,5,33,2,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,223,0.082,0.601
739,FF,2023-09-10,95.1,-2.74,5.68,"Rodriguez, Grayson",649966,680570,,ball,,,,,11,Luis Urias doubles (5) on a fly ball to left fielder Austin Hays.,R,R,R,BOS,BAL,B,,,0,0,2023,-0.94,1.3,-0.05,3.6,,,,0,4,Bot,,,,,668939,,,9.325368767796933,-138.1487788782692,-2.706035608647204,-14.180346244275173,31.827570471436054,-15.159308193048956,3.05,1.46,,,,96.6,2235,7.3,716652,680570,668939,656811,624428,602104,683002,669720,656775,543305,53.21,,,,,,,,33,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,222,0.0,0.037
677,CH,2023-09-10,86.6,-1.92,5.07,"Bello, Brayan",543305,678394,field_out,hit_into_play,,,,,13,"Aaron Hicks grounds out softly, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,X,3,ground_ball,2,2,2023,-1.39,0.15,-0.03,1.17,,,,2,4,Top,145.17,170.73,,,624512,,,7.37062498266919,-125.91274844374584,-3.429442423764387,-16.28875511905211,24.652661003907586,-30.03522039415674,3.56,1.69,4,56.4,-15,86.8,1753,6.4,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.09,0.069,0.062,0.0,1,0,0,1,32,5,Changeup,2,3,3,2,3,2,3,2,Strategic,Standard,251,0.011,-0.092
713,FF,2023-09-10,95.5,-1.81,5.27,"Bello, Brayan",543305,678394,,ball,,,,,11,"Aaron Hicks grounds out softly, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,B,,,1,2,2023,-0.91,1.14,-1.12,4.53,,,,2,4,Top,,,,,624512,,,3.8337686908769166,-139.17368704604166,1.075839568507118,-12.703362720277422,29.246698734620217,-17.74388156773838,3.6,1.8,,,,95.5,2119,6.0,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.46,,,,,,,,32,4,4-Seam Fastball,2,3,3,2,3,2,3,2,Strategic,Standard,234,0.0,0.017
755,FF,2023-09-10,95.3,-1.75,5.22,"Bello, Brayan",543305,678394,,ball,,,,,11,"Aaron Hicks grounds out softly, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,B,,,0,2,2023,-0.76,1.06,-0.27,5.15,,,,2,4,Top,,,,,624512,,,5.579332545170524,-138.7410182793026,3.042959168353579,-11.04081953639231,30.59267804110779,-19.338134915197447,3.75,1.83,,,,95.2,2011,6.2,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.31,,,,,,,,32,3,4-Seam Fastball,2,3,3,2,3,2,3,2,Strategic,Standard,239,0.0,0.009
765,SL,2023-09-10,85.9,-1.62,5.31,"Bello, Brayan",543305,678394,,foul,,,,,14,"Aaron Hicks grounds out softly, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,S,,,0,1,2023,0.91,0.08,1.07,1.39,,,,2,4,Top,,,,,624512,,,4.54354126957372,-125.114617872287,-3.222059091835765,8.651712219923656,25.428807598943788,-30.84040731496306,3.56,1.69,,,,86.2,2249,6.5,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.04,,,,,,,,32,2,Slider,2,3,3,2,3,2,3,2,Standard,Standard,36,0.0,-0.024
803,SI,2023-09-10,95.5,-1.89,5.02,"Bello, Brayan",543305,678394,,called_strike,,,,,13,"Aaron Hicks grounds out softly, first baseman Triston Casas to pitcher Brayan Bello.",R,L,R,BOS,BAL,S,,,0,0,2023,-1.43,0.32,-0.45,1.76,,,,2,4,Top,,,,,624512,,,7.028995239755925,-138.93509801211027,-3.674016588112332,-20.153792372238325,30.54640524302669,-27.464824929851723,3.81,1.98,,,,95.5,1918,6.2,716652,678394,624512,671213,649966,646240,596115,677800,678882,657077,54.26,,,,,,,,32,1,Sinker,2,3,3,2,3,2,3,2,Standard,Standard,241,0.0,-0.017
